,measure,year,month,sector,floor_size,district,elevation,floors,built,tmp_min,tmp_mean,tmp_max,cost,source,source_ord
7513,7513,2014,12.0,education,911.0,5,172.0,1,1986,8.5,15.2,21.9,1254.79,oil,3
7514,7514,2009,7.0,education,453.0,5,55.0,2,1937,24.8,31.3,35.8,737.77,oil,3
7515,7515,2006,4.0,residential,1068.0,1,12.0,11,1946,19.7,26.0,33.4,7834.74,oil,3
7516,7516,2008,2.0,commercial,232.0,5,172.0,3,1976,14.3,19.0,24.9,1042.76,elec,1
7517,7517,2006,12.0,commercial,215.0,4,37.0,6,1981,9.1,14.5,21.2,895.78,gas,2
7518,7518,2008,4.0,factory,268.0,8,37.0,2,1963,19.8,26.7,33.1,477.48,elec,1
7519,7519,2006,8.0,commercial,230.0,6,203.0,4,1967,20.9,29.4,35.1,1514.69,elec,1
7520,7520,2006,4.0,office,493.0,1,51.0,28,1995,22.1,27.8,31.8,10767.12,oil,3
7521,7521,2014,10.0,office,741.0,2,55.0,9,2004,19.4,24.799999999999997,30.2,3719.3,oil,3
7522,7522,2014,8.0,commercial,596.0,1,337.0,6,1984,21.9,29.5,35.5,5326.81,elec,1
7523,7523,2008,11.0,commercial,260.0,7,337.0,6,1929,9.0,16.6,24.2,1712.91,gas,2
7524,7524,2010,12.0,residential,689.0,5,51.0,22,1931,9.3,14.4,22.4,9561.95,gas,2
7525,7525,2012,11.0,commercial,334.0,8,37.0,4,2001,13.0,20.0,28.5,2221.59,elec,1
7526,7526,2007,2.0,commercial,360.0,3,12.0,3,1948,15.2,19.7,25.4,1828.92,elec,1
7527,7527,2005,2.0,office,976.0,3,19.0,26,2001,13.1,19.5,25.3,30694.81,elec,1
7528,7528,2013,6.0,education,320.0,2,203.0,5,1944,23.4,30.3,36.1,1309.44,gas,2
7529,7529,2005,5.0,office,921.0,6,51.0,27,1979,21.3,29.9,34.3,16188.42,gas,2
7530,7530,2005,5.0,factory,819.0,3,37.0,6,2006,24.5,29.9,34.2,2845.94,oil,3
7531,7531,2012,11.0,commercial,323.0,1,117.0,5,1927,11.8,18.9,25.5,1398.32,gas,2
7532,7532,2014,4.0,factory,923.0,8,12.0,3,1975,20.9,27.5,33.5,927.06,gas,2
7533,7533,2009,12.0,factory,1272.0,2,19.0,3,1922,7.9,14.1,20.1,3173.39,elec,1
7534,7534,2014,9.0,residential,1024.0,6,203.0,23,1967,20.0,27.8,33.6,26114.46,elec,1
7535,7535,2007,7.0,office,429.0,8,203.0,11,1927,22.5,29.5,34.5,5071.23,elec,1
7536,7536,2012,2.0,office,649.0,3,172.0,9,2008,11.9,19.9,26.0,5593.34,elec,1
7537,7537,2013,3.0,commercial,284.0,1,172.0,2,1976,19.1,25.0,32.5,569.44,gas,2
7538,7538,2010,10.0,commercial,334.0,8,37.0,4,2001,13.4,22.6,29.5,2538.96,elec,1
7539,7539,2006,5.0,residential,239.0,5,37.0,18,1998,21.1,28.7,34.2,3033.05,gas,2
7540,7540,2012,2.0,residential,228.0,1,55.0,22,1960,14.1,19.6,26.4,4245.02,oil,3
7541,7541,2005,2.0,education,399.0,5,12.0,4,1975,12.1,19.9,25.2,1630.68,oil,3
7542,7542,2007,5.0,factory,218.0,3,203.0,1,1971,23.4,30.1,36.6,131.85,elec,1
7543,7543,2013,5.0,commercial,351.0,3,203.0,5,1946,23.4,28.3,36.3,2476.66,elec,1
7544,7544,2011,1.0,commercial,1571.0,5,-7.0,6,1990,8.2,14.6,19.9,10759.82,elec,1
7545,7545,2006,10.0,commercial,539.0,6,172.0,4,2009,16.6,23.7,33.6,2935.29,oil,3
7546,7546,2009,10.0,education,442.0,5,337.0,5,1922,19.0,23.6,30.7,1921.84,oil,3
7547,7547,2011,9.0,factory,240.0,3,37.0,5,1957,16.5,26.2,34.6,952.56,elec,1
7548,7548,2013,5.0,factory,1515.0,3,117.0,6,1934,24.8,29.5,34.2,5264.47,oil,3
7549,7549,2007,1.0,office,225.0,6,19.0,23,1946,9.8,16.6,21.7,3208.5,gas,2
7550,7550,2008,11.0,commercial,1554.0,4,37.0,1,1995,13.0,19.6,25.6,1348.87,gas,2
7551,7551,2007,12.0,residential,623.0,1,51.0,26,1999,12.1,16.0,21.8,9490.41,gas,2
7552,7552,2009,11.0,education,337.0,8,203.0,1,1940,12.9,19.6,26.1,342.1,oil,3
7553,7553,2008,3.0,education,256.0,7,37.0,2,1946,19.0,23.4,30.2,690.27,oil,3
7554,7554,2010,5.0,residential,1024.0,6,203.0,23,1967,20.6,28.6,34.2,23740.42,elec,1
7555,7555,2007,11.0,education,442.0,5,337.0,5,1922,9.6,18.7,28.0,2296.18,gas,2
7556,7556,2006,6.0,education,545.0,5,19.0,4,2002,23.3,30.2,40.2,2266.29,elec,1
7557,7557,2005,4.0,commercial,360.0,3,12.0,3,1948,22.0,26.4,31.7,902.21,oil,3
7558,7558,2005,6.0,office,1418.0,5,12.0,20,1964,25.4,30.15,34.9,18282.84,oil,3
7559,7559,2010,10.0,office,487.0,1,51.0,2,1934,15.7,23.0,28.6,831.17,oil,3
7560,7560,2010,8.0,commercial,390.0,7,55.0,15,1933,24.3,29.6,33.8,7120.39,elec,1
7561,7561,2012,11.0,education,473.0,2,337.0,5,1995,14.8,19.6,,4195.7,elec,1
7562,7562,2006,2.0,commercial,367.0,2,-7.0,6,1974,13.9,19.6,27.9,4095.05,oil,3
7563,7563,2010,4.0,commercial,776.0,7,117.0,3,2002,21.7,27.1,30.8,3972.15,oil,3
7564,7564,2014,7.0,commercial,599.0,8,337.0,1,1948,24.6,30.5,35.1,1185.78,elec,1
7565,7565,2010,7.0,office,356.0,1,55.0,25,1952,26.0,30.4,35.2,9469.6,elec,1
7566,7566,2010,10.0,office,557.0,6,37.0,7,1925,17.5,23.5,30.1,4148.54,elec,1
7567,7567,2009,6.0,residential,1068.0,1,12.0,11,1946,23.0,30.4,37.8,7571.47,gas,2
7568,7568,2007,1.0,residential,233.0,7,51.0,12,1949,9.4,14.9,20.7,1883.9,gas,2
7569,7569,2014,12.0,factory,342.0,4,172.0,2,1984,8.3,14.3,21.1,663.41,oil,3
7570,7570,2012,8.0,factory,3888.0,8,172.0,1,1963,21.4,29.5,37.4,2615.65,oil,3
7571,7571,2008,3.0,commercial,452.0,5,-7.0,2,1939,16.1,23.7,28.7,642.94,gas,2
7572,7572,2008,5.0,residential,880.0,5,12.0,8,2000,22.0,28.7,33.5,4851.541864684603,gas,2
7573,7573,2013,2.0,office,557.0,6,37.0,7,1925,12.8,19.0,24.1,2175.64,gas,2
7574,7574,2012,10.0,office,429.0,8,203.0,11,1927,14.1,22.6,28.1,4350.36,oil,3
7575,7575,2012,12.0,commercial,301.0,2,337.0,3,1992,7.4,14.1,20.7,991.51,gas,2
7576,7576,2010,12.0,commercial,122.0,6,117.0,1,1997,6.4,13.9,,254.48,oil,3
7577,7577,2008,2.0,commercial,1571.0,5,-7.0,6,1990,12.0,20.8,,8705.4,gas,2
7578,7578,2006,10.0,education,254.0,1,337.0,3,1963,16.7,22.8,28.3,972.92,elec,1
7579,7579,2014,3.0,education,320.0,2,203.0,5,1944,15.5,24.7,30.0,1858.63,oil,3
7580,7580,2006,10.0,residential,1085.0,5,37.0,7,1928,17.0,24.0,29.1,5243.9,oil,3
7581,7581,2009,5.0,office,601.0,1,19.0,15,1934,22.6,29.4,34.4,6455.64,gas,2
7582,7582,2006,7.0,education,480.0,4,51.0,2,1951,23.2,29.1,34.7,896.31,oil,3
7583,7583,2013,4.0,office,623.0,2,172.0,8,1974,21.7,26.9,31.2,3229.13,gas,2
7584,7584,2012,1.0,commercial,575.0,6,19.0,5,1979,7.9,14.4,19.6,2121.18,gas,2
7585,7585,2010,5.0,factory,368.0,7,-7.0,1,1932,24.0,28.9,36.3,167.27,gas,2
7586,7586,2008,8.0,commercial,448.0,1,-7.0,6,1987,24.9,29.6,35.6,2817.32,gas,2
7587,7587,2013,12.0,office,741.0,2,55.0,9,2004,6.3,15.0,23.1,9448.64,elec,1
7588,7588,2005,3.0,commercial,2080.0,2,117.0,6,2006,18.0,23.7,29.0,11915.9,gas,2
7589,7589,2005,9.0,office,623.0,2,172.0,8,1974,22.4,28.0,33.4,4917.71,oil,3
7590,7590,2012,4.0,education,222.0,4,117.0,2,1982,20.4,27.1,33.2,392.73,oil,3
7591,7591,2011,2.0,commercial,239.0,7,117.0,6,1959,9.5,19.9,26.5,3102.95,elec,1
7592,7592,2013,1.0,office,430.0,6,55.0,14,2001,8.6,15.6,23.9,5731.04,elec,1
7593,7593,2007,6.0,office,656.6619098651926,1,55.0,25,1952,24.0,30.1,39.0,7821.76,gas,2
7594,7594,2010,2.0,office,249.0,6,337.0,3,1940,12.7,19.7,24.9,878.47,elec,1
7595,7595,2014,9.0,office,657.0,5,203.0,24,1999,21.2,26.6,33.4,14302.52,gas,2
7596,7596,2008,4.0,commercial,1265.0,7,117.0,3,1971,19.3,26.4,33.1,4545.8,gas,2
7597,7597,2009,5.0,commercial,1178.0,4,117.0,3,1930,23.5,29.6,38.3,7272.97,elec,1
7598,7598,2006,10.0,commercial,317.0,8,51.0,2,1976,16.4,22.8,29.8,883.76,oil,3
7599,7599,2009,4.0,commercial,290.0,2,51.0,4,2003,21.4,25.9,,2000.77,elec,1
7600,7600,2009,10.0,residential,530.0,3,19.0,17,2007,18.0,23.1,29.4,7390.31,oil,3
7601,7601,2006,8.0,education,399.0,5,12.0,4,1975,25.5,29.5,35.1,1951.97,elec,1
7602,7602,2008,8.0,residential,293.0,8,172.0,28,1972,24.9,29.0,35.9,3296.04,gas,2
7603,7603,2006,10.0,office,123.0,5,12.0,23,1963,16.9,24.6,30.1,2041.47,oil,3
7604,7604,2006,8.0,education,565.0,5,117.0,5,2006,22.8,29.3,35.1,4851.541864684603,oil,3
7605,7605,2014,6.0,education,525.0,8,117.0,1,1993,26.1,30.7,35.8,295.29,gas,2
7606,7606,2007,11.0,commercial,451.0,2,12.0,2,1981,15.4,19.9,23.7,1633.56,elec,1
7607,7607,2005,2.0,commercial,1265.0,7,117.0,3,1971,13.4,19.4,26.3,7497.53,oil,3
7608,7608,2012,7.0,education,608.0,1,203.0,6,1950,23.3,30.2,34.7,3277.29,gas,2
7609,7609,2013,6.0,commercial,489.0,6,37.0,2,1934,24.6,29.3,33.3,891.35,gas,2
7610,7610,2008,6.0,commercial,411.0,8,19.0,4,1987,24.4,30.9,37.5,2154.3,oil,3
7611,7611,2009,12.0,residential,982.0,8,55.0,28,1959,8.9,14.9,19.7,12151.47,gas,2
7612,7612,2014,2.0,education,581.0,7,337.0,5,1984,10.7,18.6,24.3,4984.24,oil,3
7613,7613,2012,2.0,factory,407.0,4,-7.0,4,1979,13.7,18.8,24.2,794.87,gas,2
7615,7615,2013,8.0,commercial,524.0,6,117.0,3,1929,23.8,29.1,36.7,2145.78,oil,3
7616,7616,2012,2.0,commercial,877.0,2,55.0,2,1984,12.9,19.5,27.4,1925.93,gas,2
7617,7617,2011,9.0,residential,379.0,8,19.0,27,1941,18.8,27.3,32.9,8140.42,oil,3
7618,7618,2011,2.0,education,351.0,6,117.0,1,1979,13.7,19.0,24.1,195.86,gas,2
7619,7619,2014,9.0,office,968.0,3,-7.0,3,1965,18.4,26.4,33.3,3073.59,elec,1
7620,7620,2008,2.0,office,741.0,2,55.0,9,2004,12.5,19.45,26.4,7805.4,elec,1
7621,7621,2008,11.0,commercial,388.0,4,37.0,3,1970,13.9,18.5,24.0,1820.59,elec,1
7622,7622,2007,11.0,commercial,323.0,1,117.0,5,1927,15.0,20.1,26.4,2508.78,oil,3
7623,7623,2009,9.0,commercial,1128.0,6,172.0,1,2008,19.8,26.4,32.8,1591.83,elec,1
7624,7624,2006,4.0,office,249.0,6,337.0,3,1940,22.3,26.7,33.5,836.64,elec,1
7625,7625,2012,4.0,office,331.0,1,55.0,19,1964,20.1,26.7,31.5,4503.55,gas,2
7626,7626,2006,9.0,residential,405.0,2,203.0,19,1982,18.6,26.8,34.4,9812.05,elec,1
7627,7627,2014,3.0,office,464.0,5,55.0,18,1947,17.4,23.3,,7920.12,gas,2
7628,7628,2007,12.0,residential,615.0,2,203.0,7,1961,8.7,16.1,22.4,5184.44,oil,3
7629,7629,2007,8.0,residential,1186.0,3,117.0,5,1999,20.8,28.8,34.1,5917.67,elec,1
7630,7630,2013,7.0,commercial,932.0,5,117.0,6,1958,26.0,30.9,39.3,7101.19,gas,2
7631,7631,2009,7.0,commercial,553.0,4,12.0,2,2001,25.5,30.9,35.5,1331.55,oil,3
7632,7632,2008,5.0,residential,394.0,1,37.0,11,1940,25.4,29.5,35.3,4150.24,elec,1
7633,7633,2008,5.0,education,1919.0,3,37.0,6,1962,23.7,28.3,34.0,16016.43,elec,1
7634,7634,2005,2.0,education,439.0,1,19.0,6,1989,14.1,19.7,25.2,3492.15,oil,3
7635,7635,2006,4.0,education,320.0,2,203.0,5,1944,18.5,27.3,34.7,1703.53,oil,3
7636,7636,2008,1.0,commercial,877.0,2,55.0,2,1984,7.6,15.3,22.1,3844.79,oil,3
7637,7637,2010,11.0,commercial,260.0,7,337.0,6,1929,12.7,19.4,24.9,3516.24,elec,1
7638,7638,2006,12.0,commercial,1869.0,5,117.0,4,1987,7.2,14.0,25.2,9062.12,gas,2
7639,7639,2013,12.0,commercial,339.0,1,37.0,4,2009,7.4,15.5,22.4,2402.96,oil,3
7640,7640,2005,8.0,commercial,501.0,8,117.0,6,2009,23.3,29.8,39.5,5236.6,elec,1
7641,7641,2008,10.0,education,599.0,1,337.0,2,1946,19.1,24.2,33.2,1310.27,oil,3
7642,7642,2008,2.0,factory,656.6619098651926,3,117.0,6,1934,12.9,19.5,28.7,361.4,gas,2
7643,7643,2012,11.0,commercial,489.0,6,37.0,2,1934,11.4,18.9,24.7,1533.5,elec,1
7644,7644,2011,12.0,office,843.0,4,203.0,4,1941,7.1,14.3,20.4,2195.17,gas,2
7645,7645,2005,6.0,commercial,854.0,4,337.0,1,1936,23.6,29.5,33.8,979.2,oil,3
7646,7646,2009,7.0,residential,163.0,1,12.0,21,1989,24.7,30.2,35.7,4851.541864684603,oil,3
7647,7647,2013,10.0,education,525.0,8,117.0,1,1993,18.3,23.1,28.3,239.05,gas,2
7648,7648,2014,10.0,residential,291.0,6,51.0,13,1994,19.7,24.2,28.2,2614.64,oil,3
7649,7649,2012,9.0,factory,833.0,2,117.0,4,1935,21.2,26.9,33.2,1619.1,gas,2
7650,7650,2014,5.0,education,442.0,5,337.0,5,1922,23.0,30.4,35.1,2432.63,elec,1
7651,7651,2012,2.0,education,594.0,8,203.0,3,1936,14.7,20.4,,2781.8,elec,1
7652,7652,2011,11.0,commercial,1127.0,6,12.0,2,1936,10.5,18.8,23.6,4417.84,elec,1
7653,7653,2011,9.0,factory,323.0,5,117.0,3,1963,21.0,26.6,32.1,539.35,gas,2
7654,7654,2006,1.0,commercial,388.0,4,172.0,2,1936,8.2,14.6,21.0,1289.65,oil,3
7655,7655,2007,1.0,residential,689.0,5,51.0,22,1931,9.8,14.6,21.4,15294.54,elec,1
7656,7656,2011,6.0,commercial,1105.0,7,117.0,6,1966,25.1,30.3,35.3,10407.44,oil,3
7657,7657,2013,2.0,education,429.0,5,37.0,5,1994,10.5,19.7,29.7,2289.51,oil,3
7658,7658,2011,9.0,commercial,365.0,3,203.0,2,1963,16.3,27.1,35.7,774.44,oil,3
7659,7659,2010,2.0,commercial,975.0,2,12.0,3,1994,12.5,19.9,27.1,5549.54,elec,1
7660,7660,2010,6.0,education,173.0,6,51.0,6,1999,23.9,29.65,35.4,1604.33,elec,1
7661,7661,2010,9.0,residential,394.0,1,37.0,11,1940,22.0,26.7,32.4,3931.8,elec,1
7662,7662,2012,4.0,residential,405.0,2,203.0,19,1982,19.0,26.7,34.8,4959.35,gas,2
7663,7663,2005,9.0,office,649.0,3,172.0,9,2008,17.2,26.3,33.5,4715.44,oil,3
7664,7664,2006,8.0,education,837.0,5,203.0,3,1934,21.7,27.9,32.1,2360.45,gas,2
7665,7665,2008,9.0,office,657.0,5,203.0,24,1999,22.4,27.0,32.9,11770.18,oil,3
7666,7666,2008,9.0,education,312.0,1,-7.0,1,1941,22.8,27.2,32.0,292.48,gas,2
7667,7667,2010,10.0,commercial,357.0,7,337.0,6,1921,17.1,23.5,30.3,4851.541864684603,oil,3
7668,7668,2005,2.0,factory,3888.0,8,172.0,1,1963,12.8,19.7,25.8,3628.44,elec,1
7669,7669,2013,4.0,office,172.0,1,19.0,23,1947,20.9,26.5,31.7,3239.96,oil,3
7670,7670,2005,5.0,factory,3888.0,8,172.0,1,1963,20.0,26.9,33.8,3793.37,elec,1
7671,7671,2014,1.0,commercial,657.0,6,-7.0,1,1963,8.1,14.5,24.4,1098.59,oil,3
7672,7672,2007,1.0,education,1919.0,3,37.0,6,1962,6.4,14.1,19.8,809.53,gas,2
7673,7673,2008,1.0,education,581.0,7,337.0,5,1984,9.2,14.4,,5484.21,oil,3
7674,7674,2012,5.0,education,480.0,4,51.0,2,1951,25.3,29.6,35.0,1037.84,oil,3
7675,7675,2014,1.0,education,565.0,5,117.0,5,2006,9.3,15.1,21.1,2795.39,gas,2
7676,7676,2008,3.0,residential,317.0,6,12.0,23,1945,15.5,24.4,30.7,6981.86,elec,1
7677,7677,2005,8.0,commercial,356.0,1,55.0,25,1952,22.7,27.7,33.4,10964.8,elec,1
7678,7678,2007,9.0,residential,924.0,7,203.0,25,1931,20.5,26.8,32.9,23310.79,oil,3
7679,7679,2007,7.0,residential,924.0,7,203.0,25,1931,24.2,29.9,37.6,29455.27,elec,1
7680,7680,2014,8.0,education,608.0,1,203.0,6,1950,22.6,29.0,33.7,3414.53,oil,3
7681,7681,2008,7.0,commercial,624.0,6,55.0,6,1978,25.8,30.4,35.7,4906.14,oil,3
7682,7682,2007,11.0,residential,244.0,6,117.0,23,1994,12.6,19.3,24.9,6221.06,oil,3
7683,7683,2014,6.0,commercial,449.0,1,337.0,29,1926,23.4,30.1,36.0,15750.2,elec,1
7684,7684,2012,4.0,commercial,539.0,6,172.0,4,2009,19.9,26.7,32.3,2789.55,oil,3
7685,7685,2008,5.0,education,425.0,5,-7.0,4,1932,24.8,30.85,36.9,1522.78,oil,3
7686,7686,2010,4.0,residential,1085.0,5,37.0,7,1928,15.1,26.3,34.6,5072.9,gas,2
7687,7687,2011,10.0,office,1249.0,6,12.0,9,1940,13.9,22.8,30.1,16366.9,elec,1
7688,7688,2014,9.0,commercial,803.0,6,203.0,4,1964,22.2,27.1,32.6,3682.88,oil,3
7689,7689,2005,10.0,commercial,624.0,6,55.0,6,1978,16.7,22.7,30.6,5036.56,oil,3
7690,7690,2012,11.0,office,601.0,1,19.0,15,1934,14.3,20.2,24.5,13125.84,elec,1
7691,7691,2009,5.0,office,1266.0,6,37.0,29,1952,23.9,29.0,34.3,31500.61,oil,3
7692,7692,2010,9.0,office,582.0,4,37.0,3,1975,19.5,27.0,35.4,1764.95,oil,3
7693,7693,2013,7.0,commercial,437.0,1,-7.0,3,1960,20.2,30.7,35.3,1360.03,oil,3
7694,7694,2014,7.0,factory,371.0,5,-7.0,6,1953,24.2,30.5,37.3,1076.28,oil,3
7695,7695,2005,2.0,residential,591.0,5,-7.0,20,1964,14.5,19.6,26.7,9582.43,oil,3
7696,7696,2007,6.0,education,581.0,7,337.0,5,1984,23.5,30.6,37.7,3398.85,oil,3
7697,7697,2007,11.0,office,493.0,1,51.0,28,1995,12.8,19.1,25.1,16233.5,elec,1
7698,7698,2007,8.0,office,549.0,8,19.0,3,1972,23.1,29.1,35.8,1284.66,oil,3
7699,7699,2012,10.0,commercial,1128.0,6,172.0,1,2008,17.8,24.0,28.9,1086.06,oil,3
7700,7700,2007,6.0,factory,1272.0,2,19.0,3,1922,24.1,31.0,35.5,2147.07,gas,2
7701,7701,2006,10.0,education,156.0,3,-7.0,3,1978,14.1,23.2,28.6,32.9,gas,2
7702,7702,2013,5.0,commercial,877.0,2,55.0,2,1984,22.2,29.1,33.8,2093.4,gas,2
7703,7703,2012,4.0,factory,379.0,2,117.0,1,1973,15.4,23.45,31.5,437.74,elec,1
7704,7704,2010,5.0,commercial,129.0,1,337.0,2,1952,21.3,29.9,36.9,211.63,gas,2
7705,7705,2009,3.0,factory,923.0,8,12.0,3,1975,17.0,23.8,31.2,2701.6,elec,1
7706,7706,2008,10.0,commercial,686.0,3,172.0,18,1950,15.6,22.6,,10257.37,oil,3
7707,7707,2006,6.0,education,326.0,7,12.0,5,1983,23.8,29.7,32.5,2574.59,oil,3
7708,7708,2012,4.0,commercial,488.0,2,55.0,5,1995,19.5,26.5,32.1,4629.36,elec,1
7709,7709,2005,1.0,education,608.0,1,203.0,6,1950,9.0,14.2,19.1,5393.2,elec,1
7710,7710,2005,7.0,factory,595.0,7,37.0,1,1999,25.1,30.8,35.4,574.77,elec,1
7711,7711,2008,7.0,commercial,1554.0,4,37.0,1,1995,25.6,30.8,39.3,1281.43,gas,2
7712,7712,2014,10.0,office,813.0,8,-7.0,20,2000,16.4,22.8,29.4,17711.53,oil,3
7713,7713,2014,12.0,factory,819.0,3,37.0,6,2006,7.3,14.2,21.3,226.22,gas,2
7714,7714,2009,5.0,office,649.0,3,172.0,9,2008,24.5,29.1,36.3,4715.44,oil,3
7715,7715,2012,12.0,commercial,941.0,3,117.0,4,1954,9.3,14.7,21.0,5577.34,elec,1
7716,7716,2011,4.0,education,260.0,4,55.0,5,1979,18.9,27.1,33.9,1639.66,oil,3
7717,7717,2012,2.0,commercial,1029.0,5,117.0,4,1956,13.6,19.5,25.8,6177.18,gas,2
7718,7718,2005,8.0,office,921.0,6,51.0,27,1979,20.7,28.8,35.6,16486.82,oil,3
7719,7719,2010,8.0,office,956.0,2,51.0,13,2002,25.0,29.5,36.3,4851.541864684603,elec,1
7720,7720,2008,8.0,education,349.0,1,55.0,3,2003,22.8,30.6,,899.71,gas,2
7721,7721,2010,6.0,office,601.0,1,19.0,15,1934,26.2,30.3,33.7,12116.16,elec,1
7722,7722,2013,11.0,education,1919.0,3,37.0,6,1962,13.3,19.2,25.0,13230.97,elec,1
7723,7723,2011,8.0,commercial,301.0,7,12.0,2,1920,22.7,29.1,36.2,751.15,gas,2
7724,7724,2014,8.0,office,649.0,3,172.0,9,2008,25.2,29.4,34.0,3895.36,oil,3
7725,7725,2005,8.0,education,599.0,1,337.0,2,1946,23.4,28.9,34.7,1932.13,elec,1
7726,7726,2010,7.0,education,471.0,8,117.0,3,2001,24.2,30.9,37.6,643.38,gas,2
7727,7727,2011,1.0,factory,388.0,2,337.0,1,1941,9.7,14.5,20.0,450.72,oil,3
7728,7728,2014,8.0,residential,486.0,2,-7.0,17,2006,24.7,29.9,34.2,5578.34,gas,2
7729,7729,2008,6.0,commercial,290.0,2,51.0,4,2003,26.1,31.2,36.5,1052.19,gas,2
7730,7730,2008,10.0,commercial,230.0,6,203.0,4,1967,18.6,23.6,32.5,838.49,gas,2
7731,7731,2007,10.0,commercial,1492.0,4,172.0,2,1991,19.8,23.9,31.5,4224.47,oil,3
7732,7732,2012,9.0,education,525.0,8,117.0,1,1993,21.3,27.3,32.8,323.42,gas,2
7733,7733,2012,9.0,commercial,252.0,8,337.0,5,1976,20.6,26.3,33.1,866.19,gas,2
7734,7734,2014,1.0,residential,982.0,8,55.0,28,1959,7.5,13.8,22.2,31093.9,oil,3
7735,7735,2011,12.0,education,1107.0,4,203.0,4,1927,6.8,14.8,22.0,7600.92,oil,3
7736,7736,2012,9.0,commercial,423.0,7,37.0,4,1991,19.1,26.1,32.6,1897.15,oil,3
7737,7737,2007,4.0,commercial,351.0,3,203.0,5,1946,19.1,27.8,34.2,2228.99,elec,1
7738,7738,2010,5.0,education,650.0,1,12.0,2,1999,23.6,28.9,33.9,1747.2,elec,1
7739,7739,2011,12.0,office,1218.0,5,172.0,23,1959,11.1,15.1,20.4,24255.36,gas,2
7740,7740,2008,3.0,commercial,284.0,1,172.0,2,1976,14.8,23.6,,792.13,oil,3
7741,7741,2007,8.0,commercial,252.0,8,337.0,5,1976,22.0,29.3,34.8,1444.72,oil,3
7742,7742,2009,10.0,office,479.0,1,203.0,27,1973,15.0,24.0,32.3,13076.74,oil,3
7743,7743,2013,6.0,factory,218.0,4,37.0,6,1990,24.6,30.9,35.4,883.78,oil,3
7744,7744,2010,6.0,education,529.0,1,55.0,4,1974,23.8,30.7,37.7,2701.71,elec,1
7745,7745,2008,5.0,residential,239.0,5,37.0,18,1998,25.3,29.7,36.2,2890.14,oil,3
7746,7746,2008,4.0,office,623.0,2,172.0,8,1974,18.3,26.6,35.3,3908.95,gas,2
7747,7747,2014,7.0,education,301.0,4,19.0,6,1937,24.8,30.7,35.4,1774.94,oil,3
7748,7748,2008,3.0,commercial,599.0,8,337.0,1,1948,18.6,24.1,29.5,355.63,gas,2
7749,7749,2010,2.0,office,741.0,2,55.0,9,2004,12.7,19.7,26.6,7805.4,elec,1
7750,7750,2005,3.0,commercial,448.0,1,-7.0,6,1987,16.3,23.3,33.5,3225.45,oil,3
7751,7751,2014,1.0,office,1210.0,1,117.0,7,2004,7.7,15.2,20.6,11383.68,elec,1
7752,7752,2006,5.0,office,399.0,5,37.0,15,1922,23.3,28.4,35.6,4061.42,oil,3
7753,7753,2006,6.0,commercial,139.0,7,117.0,6,1928,25.4,30.6,37.6,957.37,gas,2
7754,7754,2007,6.0,residential,1186.0,3,117.0,5,1999,23.9,29.7,36.2,6993.6,elec,1
7755,7755,2014,8.0,commercial,622.0,3,51.0,1,1966,22.5,29.0,36.0,1053.32,elec,1
7756,7756,2010,11.0,residential,3228.0,3,-7.0,5,1944,12.5,18.8,24.7,851.08,gas,2
7757,7757,2010,7.0,factory,320.0,8,37.0,3,1990,24.3,30.6,36.8,589.68,oil,3
7758,7758,2005,2.0,office,479.0,1,203.0,27,1973,15.0,20.0,27.4,9682.29,gas,2
7759,7759,2006,9.0,factory,452.0,5,-7.0,2,1939,21.8,26.5,30.2,863.77,elec,1
7760,7760,2011,3.0,education,2447.0,8,19.0,6,1943,16.5,23.6,29.9,14793.64,oil,3
7761,7761,2011,5.0,residential,689.0,5,51.0,22,1931,21.9,28.6,35.1,13904.13,elec,1
7762,7762,2013,6.0,education,338.0,4,117.0,5,2007,24.5,30.2,35.3,1910.07,oil,3
7763,7763,2014,11.0,office,258.0,4,117.0,11,1950,14.0,19.6,25.3,3671.24,elec,1
7764,7764,2014,7.0,office,435.0,6,117.0,9,1990,26.2,31.3,36.1,3511.76,oil,3
7765,7765,2009,5.0,education,326.0,7,12.0,5,1983,21.0,29.3,38.5,2193.16,oil,3
7766,7766,2006,5.0,residential,405.0,2,203.0,19,1982,23.2,29.0,33.5,5431.67,gas,2
7767,7767,2012,8.0,commercial,813.0,3,12.0,4,1961,22.0,30.1,35.5,304.86,gas,2
7768,7768,2010,10.0,commercial,836.0,2,12.0,3,1971,14.7,23.1,30.7,5190.96,elec,1
7769,7769,2010,8.0,education,351.0,6,117.0,1,1979,23.1,28.8,35.6,279.26,oil,3
7770,7770,2007,5.0,commercial,184.0,4,-7.0,2,1926,21.4,30.1,37.0,545.29,elec,1
7771,7771,2006,3.0,commercial,213.0,1,172.0,3,1960,14.2,22.8,31.7,722.04,oil,3
7772,7772,2008,1.0,factory,1005.0,4,172.0,6,1953,5.7,15.3,,3224.54,gas,2
7773,7773,2012,8.0,residential,233.0,7,51.0,12,1949,19.0,29.1,36.4,3889.35,elec,1
7774,7774,2014,3.0,education,427.0,4,55.0,1,1946,18.9,24.5,31.7,285.92,gas,2
7775,7775,2006,9.0,commercial,656.6619098651926,4,172.0,3,1959,18.3,27.0,34.5,1430.01,oil,3
7776,7776,2009,11.0,commercial,836.0,2,12.0,3,1971,10.3,19.6,26.9,2634.1,gas,2
