measure,year,month,sector,size,district,elevation,floors,built,tmp_min,tmp_mean,tmp_max,cost,source
3786,2012,4.0,office,557.0,6,37.0,7,1925,20.7,27.0,32.5,5676.94,elec
3787,2012,4.0,office,258.0,4,117.0,11,1950,20.7,27.4,31.8,2556.75,oil
3788,2010,3.0,education,647.0,7,51.0,6,1995,16.7,23.6,30.1,3155.37,gas
3789,2010,6.0,education,480.0,4,51.0,2,1951,27.7,31.4,35.4,642.82,gas
3790,2012,5.0,education,388.0,4,172.0,2,1936,21.7,28.9,36.0,,elec
3791,2007,2.0,office,601.0,1,19.0,15,1934,15.8,20.1,24.9,11106.48,elec
3792,2013,1.0,office,1122.0,6,37.0,27,1958,7.5,15.4,21.8,,gas
3793,2006,12.0,residential,1068.0,1,12.0,11,1946,10.8,15.2,23.6,12499.3,oil
3794,2005,2.0,office,943.0,8,37.0,7,1925,12.6,19.4,24.4,9707.17,elec
3795,2007,9.0,commercial,547.0,6,37.0,5,1992,23.6,27.5,32.1,4288.48,elec
3796,2012,11.0,education,427.0,4,55.0,1,1946,14.7,19.7,24.2,632.71,elec
3797,2012,1.0,factory,,8,37.0,2,1963,8.4,15.5,22.3,197.4,gas
3798,2005,12.0,commercial,305.0,2,55.0,4,1997,9.5,14.8,23.0,2203.91,oil
3799,2014,4.0,education,222.0,4,117.0,2,1982,20.1,26.2,34.1,392.73,oil
3800,2011,5.0,commercial,378.0,3,117.0,5,1922,24.1,29.4,39.1,2667.17,elec
3801,2010,3.0,commercial,553.0,4,12.0,2,2001,18.7,23.6,30.0,1311.0,oil
3802,2007,2.0,education,156.0,3,-7.0,3,1978,13.5,20.1,27.3,28.2,gas
3803,2013,5.0,residential,982.0,8,55.0,28,1959,24.7,29.8,34.5,33591.75,elec
3804,2010,9.0,office,575.0,4,172.0,14,1940,20.7,27.2,34.8,5739.65,gas
3805,2013,11.0,education,525.0,8,117.0,1,1993,12.3,19.8,25.3,295.29,gas
3806,2009,12.0,commercial,1231.0,5,55.0,5,1935,9.0,14.9,24.0,7105.58,gas
3807,2010,6.0,factory,579.0,7,337.0,1,1929,26.0,30.8,36.8,615.25,elec
3808,2009,8.0,education,420.0,1,12.0,6,1925,22.6,29.7,,1968.62,gas
3809,2005,11.0,residential,594.0,8,337.0,26,1994,13.7,19.2,26.1,14796.74,oil
3810,2009,8.0,commercial,388.0,4,37.0,3,1970,23.7,29.5,35.4,2203.87,elec
3811,2009,5.0,factory,953.0,2,-7.0,1,1982,20.5,29.7,35.5,582.59,oil
3812,2011,3.0,office,487.0,1,51.0,2,1934,14.8,23.3,32.9,1090.88,elec
3813,2011,9.0,commercial,551.0,1,203.0,3,1927,18.9,26.7,34.4,1581.87,gas
3814,2009,1.0,office,575.0,4,172.0,14,1940,10.8,15.7,21.9,11833.5,elec
3815,2012,11.0,commercial,260.0,7,337.0,6,1929,11.0,17.8,24.6,3234.94,elec
3816,2008,8.0,office,1203.0,8,172.0,17,1963,23.9,29.8,34.6,21977.46,elec
3817,2006,8.0,residential,679.0,2,37.0,4,1987,22.7,28.9,36.3,1887.57,oil
3818,2014,7.0,office,373.0,8,203.0,16,1940,25.7,31.0,37.3,2131.29,gas
3819,2011,6.0,education,581.0,7,337.0,5,1984,24.5,30.2,34.1,3228.91,oil
3820,2008,4.0,factory,218.0,4,37.0,6,1990,19.7,26.8,33.5,750.85,oil
3821,2009,8.0,commercial,599.0,8,337.0,1,1948,22.4,29.5,36.0,411.79,gas
3822,2014,1.0,commercial,442.0,1,172.0,5,1953,9.2,14.3,20.2,3292.02,elec
3823,2011,4.0,office,225.0,6,19.0,23,1946,16.8,26.9,34.8,4562.05,oil
3824,2005,1.0,commercial,230.0,6,203.0,4,1967,6.0,16.0,21.8,1442.56,elec
3825,2006,9.0,education,,8,203.0,1,1940,19.1,26.7,34.4,388.84,elec
3826,2010,2.0,office,493.0,1,51.0,28,1995,12.3,19.9,29.2,18373.01,oil
3827,2010,11.0,education,299.0,6,37.0,5,1936,11.4,19.4,26.2,2266.41,oil
3828,2013,5.0,education,565.0,5,117.0,5,2006,24.3,28.8,32.9,3214.7,gas
3829,2012,3.0,education,480.0,4,51.0,2,1951,16.7,23.5,27.7,1160.54,oil
3830,2010,12.0,commercial,547.0,2,172.0,1,1923,6.6,14.7,20.7,600.62,gas
3831,2013,12.0,factory,2362.0,6,117.0,6,2007,7.2,14.2,21.7,15088.51,oil
3832,2013,3.0,residential,449.0,1,337.0,29,1926,15.1,22.8,28.7,9536.25,gas
3833,2013,9.0,office,1249.0,6,12.0,9,1940,19.0,26.2,32.0,14478.41,elec
3834,2005,1.0,residential,177.0,5,337.0,25,1947,9.3,14.9,22.1,4997.1,oil
3835,2014,12.0,office,331.0,1,55.0,19,1964,7.9,14.8,22.6,8100.23,elec
3836,2011,7.0,residential,233.0,7,51.0,12,1949,24.1,30.5,35.9,2821.51,oil
3837,2006,3.0,commercial,139.0,7,117.0,6,1928,18.0,24.1,32.7,1804.64,elec
3838,2010,4.0,commercial,501.0,8,117.0,6,2009,22.5,27.1,33.9,2160.42,gas
3839,2012,10.0,office,423.0,7,37.0,4,1991,17.1,22.8,30.6,1640.87,oil
3840,2008,4.0,commercial,378.0,3,117.0,5,1922,18.4,26.5,33.5,2533.81,elec
3841,2009,2.0,office,1266.0,6,37.0,29,1952,10.7,19.3,26.4,22762.68,gas
3842,2009,6.0,office,741.0,2,55.0,9,2004,25.6,31.6,37.8,7152.5,oil
3843,2014,5.0,education,480.0,4,51.0,2,1951,22.9,29.6,33.8,714.24,gas
3844,2012,6.0,residential,1085.0,5,37.0,7,1928,23.2,29.8,37.0,8708.43,elec
3845,2005,4.0,commercial,975.0,2,12.0,3,1994,21.6,27.5,32.9,3072.07,gas
3846,2010,10.0,commercial,1178.0,4,117.0,3,1930,16.9,22.8,29.1,3220.89,gas
3847,2009,3.0,commercial,317.0,8,51.0,2,1976,16.9,24.2,29.4,953.85,elec
3848,2007,10.0,education,411.0,4,172.0,2,1949,18.3,24.3,29.8,713.38,oil
3849,2006,4.0,factory,240.0,3,37.0,5,1957,22.0,27.8,32.1,537.03,oil
3850,2009,10.0,office,460.0,3,12.0,16,1981,16.7,23.8,29.7,7047.94,elec
3851,2012,1.0,commercial,260.0,4,117.0,4,2009,6.3,14.7,21.4,2054.71,elec
3852,2012,12.0,,179.0,3,12.0,7,1978,4.2,14.5,22.3,1339.42,oil
3853,2013,4.0,office,1218.0,5,172.0,23,1959,21.5,27.2,32.5,26565.4,gas
3854,2012,12.0,factory,342.0,4,172.0,2,1984,6.1,14.7,,349.87,gas
3855,2013,8.0,commercial,435.0,6,203.0,6,1925,23.4,29.1,38.8,,elec
3856,2008,6.0,factory,520.0,7,117.0,2,1964,23.7,30.0,36.1,904.18,elec
3857,2010,3.0,office,921.0,6,51.0,27,1979,16.3,23.1,30.0,19271.92,gas
3858,2012,4.0,commercial,657.0,2,19.0,5,1972,23.4,27.8,,5665.97,elec
3859,2013,6.0,factory,268.0,8,37.0,2,1963,23.3,30.8,35.6,409.27,elec
3860,2006,4.0,office,258.0,4,117.0,11,1950,22.0,27.3,34.0,2287.43,gas
3861,2009,5.0,residential,982.0,8,55.0,28,1959,23.5,29.4,35.4,27993.13,elec
3862,2014,3.0,commercial,844.0,3,-7.0,2,1996,18.5,23.7,31.2,2024.79,elec
3863,2008,8.0,commercial,1178.0,4,117.0,3,1930,21.9,28.3,,4457.29,oil
3864,2012,1.0,commercial,975.0,2,12.0,3,1994,7.2,14.9,20.7,4540.54,elec
3865,2013,9.0,education,427.0,4,55.0,1,1946,22.8,27.4,32.5,692.97,elec
3866,2008,5.0,residential,405.0,2,203.0,19,1982,21.5,29.9,37.3,4959.35,gas
3867,2013,1.0,education,425.0,5,-7.0,4,1932,9.0,14.0,19.5,2192.18,oil
3868,2013,5.0,factory,953.0,2,-7.0,1,1982,20.7,29.0,35.9,674.58,oil
3869,2012,6.0,commercial,1003.0,4,-7.0,6,1994,24.8,30.4,36.9,5223.62,gas
3870,2012,7.0,factory,1272.0,2,19.0,3,1922,21.4,30.0,35.4,3525.98,elec
3871,2013,12.0,office,1342.0,6,19.0,5,1944,8.8,14.8,21.5,8095.12,oil
3872,2010,11.0,factory,379.0,2,117.0,1,1973,13.2,19.7,26.5,309.7,oil
3873,2008,4.0,office,123.0,5,12.0,23,1963,20.9,26.6,32.5,3604.15,elec
3874,2010,5.0,office,821.0,3,51.0,8,1993,23.8,29.2,35.2,476.44,gas
3875,2007,8.0,factory,2362.0,6,117.0,6,2007,24.2,29.0,,13690.15,elec
3876,2011,2.0,residential,982.0,8,55.0,28,1959,15.3,20.6,25.7,27993.13,elec
3877,2013,10.0,commercial,489.0,6,37.0,2,1934,16.0,23.1,29.2,848.9,gas
3878,2005,3.0,office,430.0,6,55.0,14,2001,19.2,23.7,31.3,4859.24,oil
3879,2011,2.0,office,557.0,6,37.0,7,1925,11.4,19.3,25.2,2175.64,gas
3880,2008,10.0,commercial,367.0,2,-7.0,6,1974,18.1,22.8,31.8,2207.59,gas
3881,2009,11.0,education,857.0,8,37.0,6,1966,13.3,19.5,24.9,6897.38,oil
3882,2007,11.0,commercial,547.0,2,172.0,1,1923,12.8,,23.6,1024.35,oil
3883,2013,4.0,education,399.0,5,12.0,4,1975,17.5,27.2,34.3,1854.37,elec
3884,2006,10.0,residential,394.0,1,37.0,11,1940,16.3,23.0,30.1,3176.95,oil
3885,2011,7.0,commercial,290.0,2,51.0,4,2003,22.0,29.8,35.5,1800.69,elec
3886,2005,12.0,commercial,589.0,2,12.0,2,1956,7.2,14.0,20.8,2285.53,oil
3887,2006,8.0,commercial,442.0,1,172.0,5,1953,23.4,28.9,,2215.61,gas
3888,2010,12.0,office,1218.0,5,172.0,23,1959,9.9,15.0,20.8,30176.95,oil
3889,2011,5.0,factory,595.0,7,37.0,1,1999,22.0,28.6,34.3,381.81,gas
3890,2012,2.0,commercial,1003.0,4,-7.0,6,1994,14.7,,24.6,5745.99,gas
3891,2010,12.0,factory,641.0,6,337.0,5,1963,8.7,14.8,21.9,1564.84,gas
3892,2007,5.0,commercial,622.0,3,51.0,1,1966,23.5,29.0,38.0,789.99,elec
3893,2005,5.0,education,337.0,8,203.0,1,1940,24.9,29.9,35.8,378.52,oil
3894,2012,8.0,factory,2362.0,6,117.0,6,2007,22.4,28.6,34.2,6919.48,gas
3895,2013,7.0,office,435.0,6,117.0,9,1990,25.1,30.7,36.1,4384.8,elec
3896,2014,5.0,commercial,844.0,3,-7.0,2,1996,23.1,28.8,34.4,1824.86,oil
3897,2011,7.0,residential,394.0,1,37.0,11,1940,21.8,30.3,37.3,2539.29,gas
3898,2010,9.0,office,429.0,8,203.0,11,1927,19.8,26.1,31.0,5338.13,elec
3899,2007,12.0,office,123.0,5,12.0,23,1963,11.2,15.4,20.8,2216.15,gas
3900,2011,4.0,education,857.0,8,37.0,6,1966,19.4,26.9,35.0,5583.97,elec
3901,2014,3.0,office,399.0,5,37.0,15,1922,19.0,23.5,30.5,5675.52,gas
3902,2014,8.0,office,423.0,7,37.0,4,1991,24.6,29.8,36.3,1567.21,oil
3903,2014,12.0,office,399.0,5,37.0,15,1922,7.7,15.3,24.0,5428.75,gas
3904,2012,11.0,education,243.0,8,19.0,6,1991,13.5,18.8,24.7,2095.96,oil
3905,2012,6.0,office,1292.0,1,37.0,5,1992,23.1,30.7,35.6,5256.82,gas
3906,2014,7.0,office,821.0,3,51.0,8,1993,25.4,30.2,38.0,439.79,gas
3907,2012,11.0,education,260.0,4,55.0,5,1979,14.8,20.1,25.5,2293.2,elec
3908,2008,8.0,education,351.0,6,117.0,1,1979,25.7,29.4,34.8,261.14,gas
3909,2012,4.0,education,399.0,5,12.0,4,1975,23.3,27.8,32.5,1559.59,oil
3910,2013,10.0,commercial,252.0,8,337.0,5,1976,17.1,23.9,30.9,866.19,gas
3911,2008,6.0,commercial,184.0,4,-7.0,2,1926,24.5,30.8,38.0,485.24,oil
3912,2008,9.0,factory,625.0,2,51.0,1,1975,20.9,26.1,33.6,635.25,elec
3913,2008,9.0,commercial,941.0,3,117.0,4,1954,18.1,25.9,30.1,4188.12,oil
3914,2013,6.0,office,968.0,3,-7.0,3,1965,24.8,30.0,37.3,2780.87,elec
3915,2010,4.0,factory,497.0,3,51.0,6,1957,21.3,27.9,33.0,106.08,gas
3916,2013,10.0,residential,1172.0,8,12.0,2,1997,18.4,24.2,31.3,1035.9,gas
3917,2011,12.0,education,427.0,4,55.0,1,1946,10.1,,24.8,646.37,oil
3918,2010,11.0,commercial,877.0,2,55.0,2,1984,13.7,19.2,27.6,2009.66,gas
3919,2010,1.0,office,479.0,1,203.0,27,1973,9.2,14.9,21.5,15933.46,elec
3920,2014,11.0,factory,3888.0,8,172.0,1,1963,14.6,19.2,26.2,3463.51,elec
3921,2005,7.0,education,2447.0,8,19.0,6,1943,25.1,30.8,35.7,12368.12,oil
3922,2005,1.0,education,457.0,4,37.0,6,1961,7.1,15.1,24.6,4169.99,oil
3923,2005,2.0,education,156.0,3,-7.0,3,1978,12.4,20.2,28.3,28.2,gas
3924,2011,10.0,residential,449.0,1,337.0,29,1926,15.4,23.7,28.2,11812.65,elec
3925,2008,2.0,,488.0,6,172.0,4,2006,13.5,19.0,27.0,1524.9,gas
3926,2009,5.0,office,921.0,6,51.0,27,1979,25.2,30.4,36.9,23275.51,oil
3927,2011,6.0,education,337.0,8,203.0,1,1940,25.8,31.3,37.0,362.75,oil
3928,2011,10.0,factory,379.0,2,117.0,1,1973,18.7,22.8,27.0,313.85,oil
3929,2008,10.0,,342.0,4,172.0,2,1984,16.5,23.5,29.9,474.66,oil
3930,2005,8.0,factory,625.0,2,51.0,1,1975,21.8,28.1,35.4,367.64,gas
3931,2007,11.0,commercial,877.0,2,55.0,2,1984,11.3,19.6,24.7,,gas
3932,2005,11.0,commercial,553.0,4,12.0,2,2001,16.0,20.0,,864.01,gas
3933,2014,2.0,education,243.0,8,19.0,6,1991,13.3,19.2,26.3,859.12,gas
3934,2013,4.0,,286.0,3,55.0,15,1937,21.7,27.0,31.8,287.26,gas
3935,2010,9.0,office,123.0,5,12.0,23,1963,21.2,27.5,36.3,2207.72,oil
3936,2011,4.0,education,337.0,8,203.0,1,1940,21.2,26.9,34.1,434.58,elec
3937,2013,10.0,education,351.0,6,117.0,1,1979,17.9,23.8,28.5,248.09,gas
3938,2007,4.0,factory,3888.0,8,172.0,1,1963,21.6,27.8,33.2,3958.3,elec
3939,2007,7.0,education,256.0,7,37.0,2,1946,24.4,30.1,37.3,718.85,oil
3940,2013,2.0,commercial,442.0,1,172.0,5,1953,11.9,19.6,25.1,3836.45,oil
3941,2012,1.0,education,473.0,2,337.0,5,1995,9.0,14.7,20.4,1935.52,gas
3942,2008,10.0,education,439.0,1,19.0,6,1989,16.7,23.4,32.2,2710.24,oil
3943,2006,6.0,commercial,551.0,1,203.0,3,1927,24.0,,34.2,2721.5,elec
3944,2007,2.0,factory,641.0,6,337.0,5,1963,9.9,19.6,27.4,1564.84,gas
3945,2007,12.0,education,812.0,7,337.0,3,2008,6.5,14.2,20.7,4520.01,oil
3946,2014,8.0,commercial,260.0,4,117.0,4,2009,21.4,29.7,36.9,1192.46,oil
3947,2009,9.0,office,529.0,2,117.0,26,1989,20.2,27.4,33.5,14161.12,oil
3948,2014,9.0,education,,4,55.0,5,1979,21.5,27.1,33.9,1277.64,oil
3949,2011,9.0,office,649.0,3,172.0,9,2008,20.3,27.2,34.8,4100.38,oil
3950,2011,2.0,office,286.0,3,55.0,15,1937,13.2,19.8,27.0,4324.32,elec
3951,2007,2.0,commercial,323.0,1,117.0,5,1927,12.2,19.5,25.2,2532.32,elec
3952,2006,9.0,residential,228.0,1,55.0,22,1960,16.3,25.8,34.2,5561.74,elec
3953,2006,2.0,residential,530.0,3,19.0,17,2007,13.8,20.3,,6595.07,oil
3954,2013,4.0,education,1919.0,3,37.0,6,1962,22.4,28.2,35.4,1040.82,gas
3955,2008,5.0,,1249.0,6,12.0,9,1940,20.0,28.9,34.0,10521.58,oil
3956,2012,2.0,education,814.0,1,55.0,5,1935,12.2,19.2,25.6,6017.09,elec
3957,2014,11.0,factory,923.0,8,12.0,3,1975,14.4,19.0,26.5,2755.96,oil
3958,2007,9.0,residential,313.0,3,-7.0,7,1978,22.6,27.7,35.0,1522.7,oil
3959,2010,8.0,commercial,425.0,8,117.0,3,1956,25.9,30.0,33.9,1531.53,oil
3960,2009,1.0,commercial,975.0,2,12.0,3,1994,8.2,14.6,21.6,2792.79,gas
3961,2005,7.0,residential,317.0,6,203.0,28,1999,25.3,29.8,34.9,5943.37,gas
3962,2012,10.0,education,545.0,5,19.0,4,2002,17.1,23.5,30.5,2035.46,oil
3963,2014,7.0,factory,595.0,7,37.0,1,1999,26.2,30.5,37.0,660.99,elec
3964,2014,6.0,office,123.0,5,12.0,23,1963,22.2,30.7,37.8,2332.79,gas
3965,2011,8.0,office,1342.0,6,19.0,5,1944,21.9,29.1,36.5,4784.23,gas
3966,2009,2.0,commercial,547.0,6,37.0,5,1992,12.6,19.1,,2848.78,gas
3967,2014,10.0,education,299.0,6,37.0,5,1936,15.9,23.6,29.3,1390.35,gas
3968,2011,10.0,factory,520.0,7,117.0,2,1964,16.7,23.9,32.6,556.14,gas
3969,2011,8.0,commercial,932.0,5,117.0,6,1958,21.7,28.0,34.6,10372.85,elec
3970,2005,1.0,residential,317.0,6,203.0,28,1999,6.5,,20.0,8893.44,oil
3971,2010,6.0,factory,371.0,5,-7.0,6,1953,22.1,30.0,37.5,1616.48,elec
3972,2008,11.0,commercial,260.0,4,117.0,4,2009,13.9,20.0,,947.86,gas
3973,2014,2.0,commercial,657.0,5,337.0,1,1964,10.6,19.6,26.7,796.39,gas
3974,2013,12.0,residential,800.0,7,203.0,2,1978,8.6,14.6,21.6,1908.6,oil
3975,2011,3.0,education,585.0,8,12.0,3,1924,18.8,23.4,27.0,987.12,gas
3976,2014,8.0,office,123.0,5,12.0,23,1963,24.5,29.1,33.7,2799.35,gas
3977,2010,1.0,commercial,388.0,4,37.0,3,1970,6.9,15.1,22.8,2299.69,elec
3978,2005,4.0,factory,1515.0,3,117.0,6,1934,19.3,26.1,33.4,7902.85,elec
3979,2005,7.0,education,451.0,5,203.0,4,1978,24.1,30.3,33.9,1836.29,oil
3980,2008,9.0,commercial,547.0,2,172.0,1,1923,20.3,27.3,33.5,624.2,oil
3981,2008,4.0,education,585.0,8,12.0,3,1924,19.3,26.1,32.1,1616.31,oil
3982,2008,9.0,residential,982.0,8,55.0,28,1959,21.8,25.6,29.8,30792.44,elec
3983,2010,6.0,commercial,476.0,7,37.0,4,2003,21.6,29.3,34.3,2858.86,oil
3984,2007,5.0,education,425.0,5,-7.0,4,1932,25.2,30.3,36.8,2018.62,gas
3985,2012,11.0,office,976.0,3,19.0,26,2001,9.8,19.7,,29415.86,elec
3986,2010,4.0,education,529.0,1,55.0,4,1974,20.1,26.2,33.3,2843.9,elec
3987,2011,5.0,commercial,230.0,6,203.0,4,1967,21.6,28.6,33.4,1226.18,elec
3988,2014,5.0,commercial,339.0,1,37.0,4,2009,23.3,29.7,35.6,1606.62,gas
3989,2010,12.0,commercial,252.0,8,337.0,5,1976,9.5,14.7,19.2,1895.66,elec
3990,2006,8.0,residential,233.0,7,51.0,12,1949,18.6,29.0,34.0,3403.18,elec
3991,2005,4.0,factory,371.0,2,117.0,2,1945,19.8,26.4,37.3,525.22,oil
3992,2009,2.0,commercial,122.0,6,117.0,1,1997,15.0,20.0,24.2,214.49,oil
3993,2006,10.0,residential,293.0,8,172.0,28,1972,18.7,23.7,28.6,9187.56,elec
3994,2009,7.0,residential,233.0,7,51.0,12,1949,26.3,30.7,36.6,3727.29,elec
3995,2008,10.0,office,968.0,3,-7.0,3,1965,17.7,23.3,29.8,3366.32,elec
3996,2009,10.0,factory,2362.0,6,117.0,6,2007,17.0,23.5,27.8,6589.98,gas
3997,2010,12.0,education,493.0,2,51.0,2,1993,8.3,14.2,21.8,1578.41,oil
3998,2006,4.0,factory,268.0,8,37.0,2,1963,22.1,26.7,31.8,344.92,oil
3999,2014,3.0,education,312.0,1,-7.0,1,1941,16.8,23.1,28.8,377.4,elec
4000,2009,1.0,education,814.0,1,55.0,5,1935,10.4,15.5,20.7,2861.54,gas
4001,2013,9.0,commercial,184.0,4,-7.0,2,1926,22.1,26.8,,421.95,oil
4002,2010,9.0,factory,937.0,3,37.0,4,1969,21.4,27.0,35.5,2071.99,oil
4003,2011,9.0,education,439.0,1,19.0,6,1989,20.6,25.9,30.8,2835.24,oil
4004,2006,9.0,commercial,932.0,5,117.0,6,1958,19.8,27.3,34.8,6778.41,gas
4005,2006,6.0,residential,679.0,2,37.0,4,1987,24.2,30.8,36.3,2621.62,oil
4006,2013,4.0,education,812.0,7,337.0,3,2008,22.3,27.2,34.6,2188.45,gas
4007,2005,12.0,,819.0,3,37.0,6,2006,6.7,14.8,22.8,4502.15,oil
4008,2005,4.0,,451.0,5,203.0,4,1978,21.8,27.6,32.8,1874.35,gas
4009,2008,8.0,office,423.0,7,37.0,4,1991,24.0,29.9,37.5,1206.4,gas
4010,2011,3.0,commercial,339.0,1,12.0,1,1926,16.5,24.2,28.9,364.36,oil
4011,2012,4.0,commercial,435.0,6,203.0,6,1925,22.2,27.3,34.9,4706.35,elec
4012,2007,9.0,residential,615.0,2,203.0,7,1961,18.8,26.2,33.7,4046.7,oil
4013,2006,2.0,factory,371.0,2,117.0,2,1945,11.0,19.3,25.6,689.88,oil
4014,2006,1.0,factory,268.0,8,37.0,2,1963,9.5,15.3,22.4,406.09,oil
4015,2007,8.0,commercial,260.0,7,337.0,6,1929,23.2,29.2,35.1,2874.69,oil
4016,2007,6.0,residential,1172.0,8,12.0,2,1997,24.7,29.7,36.3,941.73,gas
4017,2006,2.0,residential,1024.0,6,203.0,23,1967,10.3,19.5,25.2,24927.44,elec
4018,2014,5.0,office,249.0,6,337.0,3,1940,23.3,28.8,35.8,670.06,oil
4019,2014,3.0,commercial,312.0,4,172.0,3,1959,16.9,23.9,32.5,974.94,gas
4020,2011,11.0,education,457.0,4,37.0,6,1961,13.0,19.1,24.6,4449.94,elec
4021,2009,9.0,commercial,339.0,1,37.0,4,2009,20.6,26.6,33.3,2232.52,elec
4022,2006,1.0,commercial,129.0,1,337.0,2,1952,8.0,14.9,19.2,424.77,elec
4023,2014,4.0,commercial,1178.0,4,117.0,3,1930,19.9,26.0,31.5,7563.89,elec
4024,2011,12.0,factory,497.0,3,51.0,6,1957,6.5,14.4,22.0,2533.31,oil
4025,2005,12.0,residential,233.0,7,51.0,12,1949,4.3,13.4,21.3,3565.24,elec
4026,2008,11.0,residential,623.0,1,51.0,26,1999,14.9,20.1,24.6,17441.4,oil
4027,2010,4.0,office,843.0,4,203.0,4,1941,18.4,26.8,33.9,,oil
4028,2010,8.0,education,1107.0,4,203.0,4,1927,20.3,28.6,34.0,8435.87,elec
4029,2014,8.0,commercial,529.0,8,117.0,2,1938,23.1,28.9,33.5,924.27,oil
4030,2010,10.0,factory,,4,117.0,6,1998,18.4,23.6,30.7,2308.45,gas
4031,2010,7.0,residential,1068.0,1,12.0,11,1946,23.8,30.5,35.3,12434.08,elec
4032,2010,3.0,factory,953.0,2,-7.0,1,1982,18.7,,32.6,880.57,elec
4033,2014,4.0,residential,244.0,6,117.0,23,1994,18.7,26.3,31.4,2818.35,gas
4034,2009,2.0,education,911.0,5,172.0,1,1986,13.6,20.1,26.3,967.33,oil
4035,2009,9.0,commercial,1492.0,4,172.0,2,1991,23.0,28.0,36.2,3108.13,gas
4036,2007,3.0,commercial,2080.0,2,117.0,6,2006,16.2,23.9,30.9,10128.52,gas
4037,2011,12.0,commercial,1869.0,5,117.0,4,1987,9.0,14.9,18.4,11734.09,elec
4038,2007,11.0,education,187.0,1,172.0,4,2002,14.1,19.4,26.4,1105.84,elec
4039,2009,1.0,factory,218.0,4,37.0,6,1990,7.4,14.3,19.8,1326.7,elec
4040,2005,12.0,commercial,439.0,3,19.0,5,1958,8.9,14.4,19.9,205.77,gas
4041,2008,5.0,commercial,1492.0,4,172.0,2,1991,22.7,29.1,36.2,2590.11,gas
4042,2007,3.0,commercial,203.0,6,117.0,4,1953,18.8,23.1,28.1,1400.54,elec
4043,2006,12.0,,317.0,6,203.0,28,1999,8.5,14.9,21.2,5200.45,gas
4044,2014,11.0,residential,163.0,1,12.0,21,1989,14.5,20.2,27.3,3967.94,elec
4045,2005,4.0,commercial,301.0,2,337.0,3,1992,21.3,28.0,35.6,1030.45,oil
4046,2008,11.0,office,460.0,3,12.0,16,1981,13.9,19.2,26.7,7789.82,elec
4047,2010,2.0,commercial,803.0,6,203.0,4,1964,13.6,19.4,25.7,5988.01,oil
4048,2014,12.0,commercial,357.0,7,337.0,6,1921,8.4,14.8,21.5,1924.33,gas
4049,2008,1.0,office,123.0,5,12.0,23,1963,8.6,15.1,23.4,2706.28,oil
4050,2010,1.0,education,156.0,3,-7.0,3,1978,9.5,14.5,19.7,679.31,elec
4051,2006,5.0,commercial,260.0,4,117.0,4,2009,22.0,28.4,31.7,1883.48,elec
4052,2009,9.0,office,1210.0,1,117.0,7,2004,21.4,26.7,34.3,5789.67,gas
4053,2012,11.0,office,474.0,2,51.0,26,1992,13.8,19.8,25.2,8825.22,gas
4054,2011,6.0,factory,349.0,6,172.0,3,1958,23.5,30.9,34.6,,oil
4055,2012,11.0,commercial,844.0,3,-7.0,2,1996,13.9,19.2,26.1,138.46,gas
4056,2007,5.0,education,493.0,2,51.0,2,1993,22.1,29.4,34.5,847.29,gas
4057,2006,8.0,residential,256.0,8,-7.0,19,2005,23.6,28.7,34.5,3073.08,oil
4058,2005,9.0,commercial,524.0,6,117.0,3,1929,19.3,26.5,31.7,1689.07,oil
4059,2014,6.0,education,608.0,1,203.0,6,1950,22.7,29.9,36.4,4097.43,oil
4060,2011,9.0,,291.0,6,51.0,13,1994,19.4,,34.1,3186.8,oil
4061,2012,5.0,factory,306.0,6,337.0,5,1989,21.8,28.5,33.5,1285.2,elec
4062,2013,7.0,office,176.0,6,55.0,24,1972,25.7,30.3,39.7,5440.51,elec
4063,2005,3.0,commercial,1571.0,5,-7.0,6,1990,15.3,,28.4,14122.26,elec
4064,2013,10.0,education,565.0,5,117.0,5,2006,18.0,23.7,28.9,3074.93,gas
4065,2012,8.0,factory,371.0,5,-7.0,6,1953,21.9,29.9,37.5,1871.71,elec
4066,2012,3.0,commercial,553.0,4,12.0,2,2001,18.2,23.3,27.8,2003.01,elec
4067,2009,11.0,commercial,129.0,1,337.0,2,1952,14.4,20.0,28.7,235.14,gas
4068,2012,5.0,office,1084.0,8,19.0,24,1924,24.3,29.3,35.9,12774.9,gas
4069,2005,5.0,office,1292.0,1,37.0,5,1992,23.2,29.3,35.2,3784.91,gas
4070,2014,9.0,commercial,1554.0,4,37.0,1,1995,18.3,27.2,35.9,1928.73,oil
4071,2014,9.0,commercial,,6,117.0,4,1953,20.5,27.4,31.6,704.82,gas
4072,2007,5.0,commercial,596.0,1,337.0,6,1984,22.1,29.2,,5076.49,oil
4073,2013,5.0,office,258.0,4,117.0,11,1950,21.1,28.3,33.2,2208.11,oil
4074,2007,9.0,residential,317.0,6,12.0,23,1945,21.0,26.2,33.6,8819.19,elec
4075,2014,4.0,commercial,1571.0,5,-7.0,6,1990,20.6,26.2,35.1,16139.73,elec
4076,2005,12.0,residential,179.0,3,12.0,7,1978,8.0,14.4,21.4,56.63,gas
4077,2012,11.0,residential,256.0,8,-7.0,19,2005,13.2,19.3,27.2,4951.94,elec
4078,2005,5.0,office,172.0,1,19.0,23,1947,23.4,29.2,37.1,2704.12,gas
