,measure,year,month,sector,floor_size,district,elevation,floors,built,tmp_min,tmp_mean,tmp_max,cost,source
8749,8749,2014,10.0,residential,924.0,7,203.0,25,1931,14.3,23089.84,23089.84,23089.84,3
8750,8750,2008,9.0,residential,1068.0,1,12.0,11,1946,22.1,9484.16,9484.16,9484.16,3
8751,8751,2011,8.0,residential,313.0,3,-7.0,7,1978,22.0,132.04,132.04,132.04,2
8752,8752,2007,11.0,residential,163.0,1,12.0,21,1989,10.4,3497.13,3497.13,3497.13,3
8753,8753,2005,10.0,factory,641.0,6,337.0,5,1963,18.8,1874.92,1874.92,1874.92,3
8754,8754,2005,2.0,education,451.0,1,337.0,5,1993,10.8,3420.57,3420.57,3420.57,3
8755,8755,2011,5.0,factory,243.0,8,19.0,2,1983,22.1,453.55,453.55,453.55,1
8756,8756,2011,7.0,education,156.0,3,-7.0,3,1978,24.8,594.4,594.4,594.4,1
8757,8757,2006,11.0,commercial,388.0,4,37.0,3,1970,14.1,1010.35,1010.35,1010.35,2
8758,8758,2006,4.0,office,943.0,8,37.0,7,1925,23.1,7840.4,7840.4,7840.4,1
8759,8759,2011,1.0,office,249.0,6,337.0,3,1940,7.6,794.81,794.81,794.81,1
8760,8760,2012,9.0,education,656.6619098651926,8,37.0,6,1966,22.1,2754.47,2754.47,2754.47,2
8761,8761,2010,6.0,education,525.0,8,117.0,1,1993,23.2,712.66,712.66,712.66,1
8762,8762,2011,6.0,education,299.0,6,37.0,5,1936,22.5,1001.05,1001.05,1001.05,2
8763,8763,2011,5.0,commercial,371.0,5,-7.0,6,1953,22.5,1786.63,1786.63,1786.63,1
8764,8764,2011,8.0,commercial,575.0,6,19.0,5,1979,26.6,6085.8,6085.8,6085.8,1
8765,8765,2008,3.0,office,557.0,6,37.0,7,1925,14.2,2538.25,2538.25,2538.25,2
8766,8766,2009,4.0,commercial,877.0,2,55.0,2,1984,20.2,3781.62,3781.62,3781.62,1
8767,8767,2013,12.0,office,487.0,1,51.0,2,1934,11.5,760.89,760.89,760.89,2
8768,8768,2007,12.0,office,1296.0,3,12.0,20,2008,8.9,28740.1,28740.1,28740.1,1
8769,8769,2007,6.0,factory,306.0,6,337.0,5,1989,25.2,675.88,675.88,675.88,2
8770,8770,2007,2.0,office,225.0,6,19.0,23,1946,11.6,6375.6,6375.6,6375.6,1
8771,8771,2011,3.0,factory,287.0,8,203.0,5,1923,15.5,600.55,600.55,600.55,2
8772,8772,2014,7.0,education,812.0,7,337.0,3,2008,25.3,2396.88,2396.88,2396.88,2
8773,8773,2008,11.0,education,861.0,7,19.0,5,2003,13.8,6653.81,6653.81,6653.81,1
8774,8774,2013,2.0,office,813.0,8,-7.0,20,2000,12.5,7258.46,7258.46,7258.46,2
8775,8775,2012,4.0,commercial,232.0,5,172.0,3,1976,19.6,816.22,816.22,816.22,3
8776,8776,2007,7.0,education,411.0,4,172.0,2,1949,25.2,519.83,519.83,519.83,2
8777,8777,2005,7.0,commercial,547.0,7,203.0,1,1979,23.5,821.32,821.32,821.32,3
8778,8778,2009,7.0,factory,349.0,6,172.0,3,1958,23.4,486.86,486.86,486.86,2
8779,8779,2011,3.0,office,1266.0,6,37.0,29,1952,13.9,21624.55,21624.55,21624.55,2
8780,8780,2005,4.0,commercial,776.0,7,117.0,3,2002,21.6,2440.0,2440.0,2440.0,2
8781,8781,2014,5.0,residential,1024.0,6,203.0,23,1967,24.9,16533.5,16533.5,16533.5,3
8782,8782,2009,11.0,education,453.0,5,55.0,2,1937,11.1,1075.81,1075.81,1075.81,2
8783,8783,2007,7.0,office,489.0,2,19.0,18,2005,23.8,7552.12,7552.12,7552.12,3
8784,8784,2006,10.0,commercial,367.0,2,-7.0,6,1974,19.0,2380.54,2380.54,2380.54,3
8785,8785,2009,5.0,commercial,435.0,6,203.0,6,1925,23.4,3847.66,3847.66,3847.66,3
8786,8786,2013,12.0,office,813.0,8,-7.0,20,2000,7.9,17473.65,17473.65,17473.65,1
8787,8787,2009,8.0,education,1107.0,4,203.0,4,1927,20.0,3294.43,3294.43,3294.43,2
8788,8788,2014,9.0,office,474.0,2,51.0,26,1992,19.4,10085.96,10085.96,10085.96,2
8789,8789,2008,3.0,education,301.0,4,19.0,6,1937,17.3,2930.92,2930.92,2930.92,1
8790,8790,2012,11.0,factory,641.0,6,337.0,5,1963,8.3,2557.59,2557.59,2557.59,1
8791,8791,2014,5.0,factory,953.0,2,-7.0,1,1982,23.9,584.95,584.95,584.95,2
8792,8792,2008,10.0,commercial,284.0,1,172.0,2,1976,15.6,671.49,671.49,671.49,3
8793,8793,2013,7.0,factory,243.0,8,19.0,2,1983,23.0,515.4,515.4,515.4,1
8794,8794,2005,11.0,factory,595.0,7,37.0,1,1999,12.7,539.99,539.99,539.99,3
8795,8795,2005,2.0,residential,530.0,3,19.0,17,2007,12.2,8582.57,8582.57,8582.57,1
8796,8796,2005,6.0,commercial,388.0,4,172.0,2,1936,25.7,1095.09,1095.09,1095.09,1
8797,8797,2009,5.0,commercial,429.0,8,51.0,1,1963,22.9,308.32,308.32,308.32,2
8798,8798,2013,4.0,factory,819.0,3,37.0,6,2006,20.5,2457.86,2457.86,2457.86,3
8799,8799,2012,6.0,commercial,2080.0,2,117.0,6,2006,22.8,4851.541864684603,4851.541864684603,4851.541864684603,2
8800,8800,2011,10.0,commercial,260.0,7,337.0,6,1929,16.0,2024.35,2024.35,2024.35,2
8801,8801,2005,5.0,commercial,451.0,2,12.0,2,1981,23.0,1029.31,1029.31,1029.31,3
8802,8802,2008,12.0,office,493.0,1,51.0,28,1995,7.1,16233.5,16233.5,16233.5,1
8803,8803,2007,11.0,commercial,1029.0,5,117.0,4,1956,10.1,5462.58,5462.58,5462.58,3
8804,8804,2013,3.0,commercial,622.0,3,51.0,1,1966,16.8,53.45,53.45,53.45,2
8805,8805,2010,8.0,education,337.0,8,203.0,1,1940,21.4,480.33,480.33,480.33,1
8806,8806,2012,12.0,education,301.0,4,19.0,6,1937,7.1,3401.67,3401.67,3401.67,3
8807,8807,2009,1.0,commercial,831.0,8,172.0,2,1933,9.8,3168.01,3168.01,3168.01,3
8808,8808,2014,8.0,education,411.0,4,172.0,2,1949,22.5,1218.01,1218.01,1218.01,1
8809,8809,2010,4.0,residential,863.0,5,19.0,4,1940,22.1,4851.541864684603,4851.541864684603,4851.541864684603,1
8810,8810,2008,8.0,education,525.0,8,117.0,1,1993,24.5,677.02,677.02,677.02,1
8811,8811,2008,11.0,education,857.0,8,37.0,6,1966,11.0,6979.96,6979.96,6979.96,1
8812,8812,2007,11.0,commercial,367.0,2,-7.0,6,1974,12.5,2102.47,2102.47,2102.47,2
8813,8813,2006,7.0,factory,371.0,5,-7.0,6,1953,24.7,1446.32,1446.32,1446.32,1
8814,8814,2013,8.0,commercial,301.0,2,337.0,3,1992,20.6,1713.24,1713.24,1713.24,1
8815,8815,2010,11.0,commercial,1869.0,5,117.0,4,1987,12.5,9304.27,9304.27,9304.27,3
8816,8816,2009,7.0,education,222.0,4,117.0,2,1982,26.0,346.85,346.85,346.85,2
8817,8817,2008,9.0,commercial,1554.0,4,37.0,1,1995,23.3,1416.32,1416.32,1416.32,2
8818,8818,2008,10.0,education,861.0,7,19.0,5,2003,18.4,8317.26,8317.26,8317.26,1
8819,8819,2007,10.0,commercial,305.0,2,55.0,4,1997,14.8,1701.62,1701.62,1701.62,3
8820,8820,2013,3.0,education,351.0,6,117.0,1,1979,19.6,313.37,313.37,313.37,2
8821,8821,2011,10.0,residential,460.0,7,55.0,21,1967,17.3,10299.55,10299.55,10299.55,3
8822,8822,2009,3.0,office,430.0,6,55.0,14,2001,16.8,5038.74,5038.74,5038.74,2
8823,8823,2007,8.0,factory,923.0,8,12.0,3,1975,23.6,1112.47,1112.47,1112.47,2
8824,8824,2012,5.0,office,1418.0,5,12.0,20,1964,22.6,33240.19,33240.19,33240.19,1
8825,8825,2009,10.0,commercial,803.0,6,203.0,4,1964,16.1,5235.83,5235.83,5235.83,3
8826,8826,2010,2.0,commercial,218.0,4,37.0,6,1990,11.7,1095.97,1095.97,1095.97,1
8827,8827,2012,8.0,education,565.0,5,117.0,5,2006,23.3,1955.39,1955.39,1955.39,3
8828,8828,2013,1.0,office,1296.0,3,12.0,20,2008,5.8,1157.07,1157.07,1157.07,2
8829,8829,2006,1.0,commercial,656.6619098651926,7,37.0,4,2003,8.9,2375.72,2375.72,2375.72,2
8830,8830,2010,3.0,factory,520.0,7,117.0,2,1964,18.6,775.14,775.14,775.14,3
8831,8831,2013,3.0,commercial,1178.0,4,117.0,3,1930,15.9,3834.39,3834.39,3834.39,2
8832,8832,2006,2.0,commercial,615.0,6,172.0,5,1998,11.4,2936.01,2936.01,2936.01,2
8833,8833,2012,7.0,commercial,912.0,6,172.0,6,1951,23.0,5975.42,5975.42,5975.42,3
8834,8834,2007,11.0,education,1114.0,4,51.0,4,1924,11.5,4144.08,4144.08,4144.08,2
8835,8835,2007,12.0,residential,800.0,7,203.0,2,1978,8.2,2218.74,2218.74,2218.74,3
8836,8836,2006,3.0,office,172.0,1,19.0,23,1947,15.6,3450.41,3450.41,3450.41,3
8837,8837,2012,6.0,office,921.0,6,51.0,27,1979,22.3,19396.26,19396.26,19396.26,3
8838,8838,2008,12.0,education,403.0,5,337.0,6,1954,9.6,3005.32,3005.32,3005.32,3
8839,8839,2010,7.0,office,1122.0,6,37.0,27,1958,22.3,27173.72,27173.72,27173.72,3
8840,8840,2009,11.0,residential,291.0,6,51.0,13,1994,14.1,2005.37,2005.37,2005.37,2
8841,8841,2006,3.0,commercial,831.0,8,172.0,2,1933,16.8,4851.541864684603,4851.541864684603,4851.541864684603,2
8842,8842,2005,9.0,commercial,1029.0,5,117.0,4,1956,15.5,4276.51,4276.51,4276.51,2
8843,8843,2008,7.0,education,565.0,5,117.0,5,2006,25.3,2795.39,2795.39,2795.39,2
8844,8844,2014,6.0,office,356.0,1,55.0,25,1952,24.7,7983.3,7983.3,7983.3,3
8845,8845,2009,7.0,education,351.0,6,117.0,1,1979,25.3,313.37,313.37,313.37,2
8846,8846,2010,8.0,education,473.0,2,337.0,5,1995,25.4,2032.29,2032.29,2032.29,2
8847,8847,2006,3.0,residential,379.0,8,19.0,27,1941,17.1,11459.81,11459.81,11459.81,1
8848,8848,2009,11.0,office,1296.0,3,12.0,20,2008,13.1,23382.56,23382.56,23382.56,3
8849,8849,2013,6.0,commercial,656.6619098651926,8,51.0,2,1976,22.3,803.24,803.24,803.24,1
8850,8850,2005,5.0,commercial,588.0,2,12.0,4,1963,20.9,2245.69,2245.69,2245.69,2
8851,8851,2005,12.0,office,968.0,3,-7.0,3,1965,9.9,178.25,178.25,178.25,2
8852,8852,2009,6.0,education,1114.0,4,51.0,4,1924,25.3,3646.79,3646.79,3646.79,2
8853,8853,2009,1.0,office,430.0,6,55.0,14,2001,8.6,7746.33,7746.33,7746.33,3
8854,8854,2009,2.0,office,487.0,1,51.0,2,1934,9.3,570.67,570.67,570.67,2
8855,8855,2010,4.0,residential,623.0,1,51.0,26,1999,20.7,13645.2,13645.2,13645.2,3
8856,8856,2013,5.0,factory,520.0,7,117.0,2,1964,22.4,760.5,760.5,760.5,3
8857,8857,2007,1.0,residential,449.0,1,337.0,29,1926,9.5,15537.89,15537.89,15537.89,3
8858,8858,2014,11.0,factory,1005.0,4,172.0,6,1953,10.2,3084.34,3084.34,3084.34,2
8859,8859,2012,11.0,commercial,1003.0,4,-7.0,6,1994,12.3,12385.04,12385.04,12385.04,1
8860,8860,2005,11.0,factory,323.0,5,117.0,3,1963,13.3,753.44,753.44,753.44,3
8861,8861,2010,7.0,commercial,776.0,7,117.0,3,2002,24.9,2672.38,2672.38,2672.38,2
8862,8862,2007,10.0,commercial,306.0,6,337.0,5,1989,18.2,782.6,782.6,782.6,2
8863,8863,2006,4.0,commercial,323.0,1,117.0,5,1927,21.4,1763.58,1763.58,1763.58,3
8864,8864,2012,7.0,residential,293.0,8,172.0,28,1972,22.5,6047.17,6047.17,6047.17,3
8865,8865,2011,2.0,commercial,215.0,4,37.0,6,1981,13.0,1063.73,1063.73,1063.73,2
8866,8866,2009,3.0,commercial,635.0,2,12.0,5,2008,16.3,6845.3,6845.3,6845.3,1
8867,8867,2014,3.0,residential,239.0,5,37.0,18,1998,16.6,3050.94,3050.94,3050.94,3
8868,8868,2009,11.0,commercial,334.0,8,37.0,4,2001,11.4,2327.38,2327.38,2327.38,1
8869,8869,2010,8.0,office,821.0,3,51.0,8,1993,19.5,458.12,458.12,458.12,2
8870,8870,2014,10.0,education,1527.0,5,117.0,3,1983,19.0,5602.75,5602.75,5602.75,1
8871,8871,2009,10.0,factory,320.0,8,37.0,3,1990,16.9,579.74,579.74,579.74,3
8872,8872,2013,3.0,education,388.0,4,172.0,2,1936,16.1,663.95,663.95,663.95,2
8873,8873,2012,4.0,commercial,734.0,3,337.0,6,1952,22.0,4761.08,4761.08,4761.08,3
8874,8874,2009,9.0,education,388.0,4,172.0,2,1936,21.8,1204.6,1204.6,1204.6,1
8875,8875,2009,2.0,residential,2730.0,1,-7.0,17,1973,9.4,47664.28,47664.28,47664.28,3
8876,8876,2008,5.0,office,172.0,1,19.0,23,1947,24.0,4430.72,4430.72,4430.72,1
8877,8877,2006,2.0,commercial,854.0,4,337.0,1,1936,11.6,1968.44,1968.44,1968.44,1
8878,8878,2006,3.0,commercial,230.0,6,203.0,4,1967,17.7,1370.43,1370.43,1370.43,1
8879,8879,2005,7.0,education,326.0,7,12.0,5,1983,23.4,1907.1,1907.1,1907.1,3
8880,8880,2008,4.0,commercial,2080.0,2,117.0,6,2006,17.5,13107.49,13107.49,13107.49,2
8881,8881,2005,7.0,residential,293.0,8,172.0,28,1972,25.6,5759.21,5759.21,5759.21,3
8882,8882,2012,2.0,factory,323.0,5,117.0,3,1963,12.5,814.77,814.77,814.77,1
8883,8883,2011,12.0,education,457.0,4,37.0,6,1961,10.3,4982.35,4982.35,4982.35,3
8884,8884,2007,4.0,residential,177.0,5,337.0,25,1947,21.1,2955.57,2955.57,2955.57,2
8885,8885,2012,10.0,education,173.0,6,51.0,6,1999,17.5,888.11,888.11,888.11,2
8886,8886,2012,10.0,residential,179.0,3,12.0,7,1978,16.8,915.81,915.81,915.81,3
8887,8887,2014,10.0,commercial,312.0,4,172.0,3,1959,17.1,1463.98,1463.98,1463.98,1
8888,8888,2005,2.0,office,439.0,8,117.0,9,1987,14.6,1851.91,1851.91,1851.91,2
8889,8889,2011,3.0,commercial,367.0,2,-7.0,6,1974,16.2,2926.08,2926.08,2926.08,3
8890,8890,2014,6.0,office,487.0,1,51.0,2,1934,23.2,634.07,634.07,634.07,2
8891,8891,2010,11.0,residential,486.0,2,-7.0,17,2006,11.6,7786.77,7786.77,7786.77,1
8892,8892,2006,11.0,commercial,290.0,2,51.0,4,2003,15.4,1273.7,1273.7,1273.7,2
8893,8893,2014,6.0,commercial,378.0,3,117.0,5,1922,23.7,2533.81,2533.81,2533.81,1
8894,8894,2013,11.0,commercial,365.0,3,203.0,2,1963,15.0,68.43,68.43,68.43,2
8895,8895,2009,3.0,residential,679.0,2,37.0,4,1987,18.1,3312.65,3312.65,3312.65,1
8896,8896,2012,3.0,education,187.0,1,172.0,4,2002,17.1,1005.31,1005.31,1005.31,1
8897,8897,2008,5.0,commercial,635.0,2,12.0,5,2008,19.7,4851.541864684603,4851.541864684603,4851.541864684603,1
8898,8898,2014,8.0,commercial,425.0,8,117.0,3,1956,22.1,1670.76,1670.76,1670.76,3
8899,8899,2008,12.0,residential,390.0,7,55.0,15,1933,7.6,5067.83,5067.83,5067.83,2
8900,8900,2013,6.0,factory,2362.0,6,117.0,6,2007,26.5,10714.03,10714.03,10714.03,1
8901,8901,2013,11.0,residential,1068.0,1,12.0,11,1946,11.8,11841.98,11841.98,11841.98,1
8902,8902,2007,4.0,education,525.0,8,117.0,1,1993,19.5,385.38,385.38,385.38,3
8903,8903,2008,3.0,office,577.0,6,203.0,3,1941,14.6,2423.4,2423.4,2423.4,1
8904,8904,2008,10.0,office,976.0,3,19.0,26,2001,17.6,31973.76,31973.76,31973.76,1
8905,8905,2014,9.0,commercial,547.0,6,37.0,5,1992,20.4,2373.98,2373.98,2373.98,2
8906,8906,2009,11.0,commercial,1869.0,5,117.0,4,1987,11.8,9954.51,9954.51,9954.51,3
8907,8907,2012,3.0,commercial,1128.0,6,172.0,1,2008,18.6,1857.14,1857.14,1857.14,1
8908,8908,2007,3.0,commercial,129.0,1,337.0,2,1952,18.4,404.54,404.54,404.54,1
8909,8909,2009,8.0,education,473.0,2,337.0,5,1995,23.0,3043.76,3043.76,3043.76,3
8910,8910,2005,2.0,commercial,657.0,2,19.0,5,1972,15.3,5382.67,5382.67,5382.67,1
8911,8911,2010,7.0,office,659.0,7,117.0,22,1920,25.5,14135.55,14135.55,14135.55,3
8912,8912,2009,4.0,commercial,912.0,6,172.0,6,1951,20.5,9009.1,9009.1,9009.1,1
8913,8913,2011,4.0,commercial,1128.0,6,172.0,1,2008,22.0,1028.06,1028.06,1028.06,2
8914,8914,2010,3.0,commercial,1492.0,4,172.0,2,1991,17.1,2719.62,2719.62,2719.62,2
8915,8915,2012,11.0,commercial,435.0,6,117.0,9,1990,13.7,4913.71,4913.71,4913.71,3
8916,8916,2013,7.0,office,582.0,4,37.0,3,1975,23.5,920.14,920.14,920.14,2
8917,8917,2007,8.0,factory,342.0,4,172.0,2,1984,20.8,633.45,633.45,633.45,1
8918,8918,2010,1.0,office,1418.0,5,12.0,20,1964,6.3,24129.5,24129.5,24129.5,3
8919,8919,2013,12.0,education,256.0,7,37.0,2,1946,4.2,416.16,416.16,416.16,2
8920,8920,2011,7.0,residential,954.0,8,117.0,27,1943,24.9,11383.39,11383.39,11383.39,2
8921,8921,2009,12.0,factory,1515.0,3,117.0,6,1934,6.5,323.35,323.35,323.35,2
8922,8922,2010,5.0,residential,1186.0,3,117.0,5,1999,26.1,4495.89,4495.89,4495.89,3
8923,8923,2007,9.0,commercial,365.0,3,203.0,2,1963,18.8,848.88,848.88,848.88,3
8924,8924,2008,10.0,office,172.0,1,19.0,23,1947,17.9,2704.12,2704.12,2704.12,2
8925,8925,2009,3.0,commercial,547.0,6,37.0,5,1992,18.4,2611.38,2611.38,2611.38,2
8926,8926,2012,3.0,education,442.0,5,337.0,5,1922,17.9,2162.33,2162.33,2162.33,1
8927,8927,2014,1.0,commercial,624.0,6,55.0,6,1978,4.8,7338.24,7338.24,7338.24,1
8928,8928,2009,12.0,commercial,877.0,2,55.0,2,1984,8.9,2009.66,2009.66,2009.66,2
8929,8929,2012,10.0,office,285.0,7,55.0,8,1932,16.3,2737.18,2737.18,2737.18,3
8930,8930,2007,6.0,commercial,575.0,6,19.0,5,1979,24.0,2245.95,2245.95,2245.95,2
8931,8931,2008,3.0,office,656.6619098651926,5,203.0,24,1999,15.2,13292.28,13292.28,13292.28,3
8932,8932,2006,3.0,factory,819.0,3,37.0,6,2006,18.1,2935.59,2935.59,2935.59,3
8933,8933,2012,3.0,commercial,239.0,7,117.0,6,1959,16.5,1574.56,1574.56,1574.56,2
8934,8934,2014,3.0,factory,819.0,3,37.0,6,2006,16.2,3178.66,3178.66,3178.66,3
8935,8935,2013,9.0,factory,320.0,8,37.0,3,1990,21.8,617.76,617.76,617.76,3
8936,8936,2011,3.0,commercial,476.0,7,37.0,4,2003,16.7,4119.95,4119.95,4119.95,1
8937,8937,2008,5.0,residential,1172.0,8,12.0,2,1997,23.2,2386.38,2386.38,2386.38,1
8938,8938,2008,8.0,residential,661.0,5,-7.0,12,1938,21.6,8367.24,8367.24,8367.24,1
8939,8939,2007,4.0,education,545.0,5,19.0,4,2002,19.8,3066.16,3066.16,3066.16,1
8940,8940,2014,8.0,factory,452.0,5,-7.0,2,1939,20.5,414.08,414.08,414.08,3
8941,8941,2011,2.0,education,337.0,8,203.0,1,1940,15.5,388.84,388.84,388.84,1
8942,8942,2011,7.0,commercial,301.0,2,337.0,3,1992,23.8,1247.39,1247.39,1247.39,3
8943,8943,2006,4.0,commercial,813.0,3,12.0,4,1961,17.8,304.86,304.86,304.86,2
8944,8944,2010,7.0,office,331.0,1,55.0,19,1964,23.8,7043.68,7043.68,7043.68,1
8945,8945,2006,3.0,commercial,921.0,6,51.0,27,1979,18.2,22588.88,22588.88,22588.88,3
8946,8946,2014,10.0,education,857.0,8,37.0,6,1966,15.1,6979.96,6979.96,6979.96,1
8947,8947,2007,9.0,education,351.0,6,117.0,1,1979,20.9,279.26,279.26,279.26,3
8948,8948,2010,4.0,education,581.0,7,337.0,5,1984,18.9,3798.55,3798.55,3798.55,3
8949,8949,2008,3.0,factory,1272.0,2,19.0,3,1922,15.3,3375.83,3375.83,3375.83,3
8950,8950,2014,12.0,office,1249.0,6,12.0,9,1940,7.7,13428.16,13428.16,13428.16,3
8951,8951,2006,6.0,office,489.0,2,19.0,18,2005,23.2,5702.82,5702.82,5702.82,2
8952,8952,2006,3.0,education,837.0,5,203.0,3,1934,8.6,2484.68,2484.68,2484.68,2
8953,8953,2012,3.0,residential,379.0,8,19.0,27,1941,18.1,9376.21,9376.21,9376.21,1
8954,8954,2013,2.0,commercial,260.0,4,117.0,4,2009,12.0,1703.43,1703.43,1703.43,3
8955,8955,2011,1.0,commercial,529.0,8,117.0,2,1938,11.8,2094.42,2094.42,2094.42,1
8956,8956,2008,12.0,factory,287.0,8,203.0,5,1923,7.7,1311.89,1311.89,1311.89,3
8957,8957,2005,8.0,office,1122.0,6,37.0,27,1958,23.1,20660.51,20660.51,20660.51,2
8958,8958,2010,5.0,office,464.0,5,55.0,18,1947,24.3,6801.2,6801.2,6801.2,3
8959,8959,2005,10.0,commercial,367.0,2,-7.0,6,1974,18.9,3798.01,3798.01,3798.01,1
8960,8960,2007,5.0,residential,880.0,5,12.0,8,2000,23.7,5159.53,5159.53,5159.53,3
8961,8961,2014,7.0,commercial,339.0,1,37.0,4,2009,25.4,1606.62,1606.62,1606.62,2
8962,8962,2009,2.0,residential,256.0,8,-7.0,19,2005,14.4,6217.34,6217.34,6217.34,3
8963,8963,2010,11.0,office,956.0,2,51.0,13,2002,11.0,14083.45,14083.45,14083.45,3
8964,8964,2013,10.0,commercial,854.0,4,337.0,1,1936,16.2,1353.25,1353.25,1353.25,3
8965,8965,2012,8.0,office,804.0,1,337.0,18,1995,23.3,11852.57,11852.57,11852.57,3
8966,8966,2005,3.0,commercial,1554.0,4,37.0,1,1995,14.6,2174.73,2174.73,2174.73,1
8967,8967,2014,6.0,commercial,599.0,8,337.0,1,1948,24.8,901.19,901.19,901.19,1
8968,8968,2010,1.0,education,608.0,1,203.0,6,1950,9.1,2992.31,2992.31,2992.31,2
8969,8969,2014,5.0,commercial,367.0,2,-7.0,6,1974,18.7,2996.97,2996.97,2996.97,3
8970,8970,2012,10.0,education,451.0,5,203.0,4,1978,17.7,1811.91,1811.91,1811.91,3
8971,8971,2014,5.0,education,420.0,1,12.0,6,1925,22.0,2362.35,2362.35,2362.35,2
8972,8972,2010,7.0,commercial,657.0,5,337.0,1,1964,23.5,890.59,890.59,890.59,1
8973,8973,2011,6.0,commercial,439.0,3,19.0,5,1958,23.0,180.05,180.05,180.05,2
8974,8974,2010,10.0,education,299.0,6,37.0,5,1936,16.5,1863.75,1863.75,1863.75,3
8975,8975,2012,4.0,commercial,260.0,4,117.0,4,2009,21.6,1371.33,1371.33,1371.33,3
8976,8976,2009,1.0,factory,342.0,4,172.0,2,1984,4.1,349.87,349.87,349.87,2
8977,8977,2010,4.0,factory,1272.0,2,19.0,3,1922,20.0,2701.16,2701.16,2701.16,3
8978,8978,2009,8.0,office,1203.0,8,172.0,17,1963,20.8,15154.19,15154.19,15154.19,3
8979,8979,2007,8.0,commercial,367.0,2,-7.0,6,1974,21.5,3798.01,3798.01,3798.01,1
8980,8980,2012,9.0,residential,1172.0,8,12.0,2,1997,19.1,1082.98,1082.98,1082.98,2
8981,8981,2012,9.0,residential,163.0,1,12.0,21,1989,22.1,2402.95,2402.95,2402.95,3
8982,8982,2011,5.0,office,286.0,3,55.0,15,1937,22.4,215.44,215.44,215.44,2
8983,8983,2012,10.0,office,1210.0,1,117.0,7,2004,18.8,6341.07,6341.07,6341.07,2
8984,8984,2010,3.0,education,388.0,4,172.0,2,1936,17.2,822.25,822.25,822.25,3
8985,8985,2013,6.0,education,650.0,1,12.0,2,1999,23.9,812.45,812.45,812.45,2
8986,8986,2011,3.0,education,187.0,1,172.0,4,2002,15.4,1005.31,1005.31,1005.31,1
8987,8987,2014,2.0,commercial,442.0,1,172.0,5,1953,9.6,3465.28,3465.28,3465.28,1
8988,8988,2006,9.0,education,565.0,5,117.0,5,2006,20.3,2645.52,2645.52,2645.52,3
8989,8989,2012,6.0,residential,880.0,5,12.0,8,2000,24.2,5485.9,5485.9,5485.9,2
8990,8990,2009,1.0,education,425.0,5,-7.0,4,1932,9.3,2018.62,2018.62,2018.62,2
8991,8991,2008,2.0,residential,924.0,7,203.0,25,1931,11.5,30794.15,30794.15,30794.15,1
8992,8992,2006,4.0,education,260.0,4,55.0,5,1979,20.0,2018.02,2018.02,2018.02,1
8993,8993,2007,1.0,residential,591.0,5,-7.0,20,1964,7.9,4851.541864684603,4851.541864684603,4851.541864684603,2
8994,8994,2005,2.0,commercial,489.0,6,37.0,2,1934,14.4,970.15,970.15,970.15,3
8995,8995,2013,4.0,factory,342.0,4,172.0,2,1984,19.6,546.19,546.19,546.19,3
8996,8996,2006,7.0,commercial,411.0,8,19.0,4,1987,23.1,2863.93,2863.93,2863.93,1
8997,8997,2012,4.0,commercial,1265.0,7,117.0,3,1971,21.1,3409.35,3409.35,3409.35,2
8998,8998,2013,4.0,commercial,290.0,2,51.0,4,2003,19.4,1649.92,1649.92,1649.92,3
8999,8999,2011,7.0,factory,520.0,7,117.0,2,1964,24.5,611.75,611.75,611.75,2
9000,9000,2013,7.0,office,1203.0,8,172.0,17,1963,25.3,18344.55,18344.55,18344.55,3
9001,9001,2009,10.0,commercial,360.0,3,12.0,3,1948,16.0,1905.12,1905.12,1905.12,1
9002,9002,2007,10.0,education,911.0,5,172.0,1,1986,19.4,946.53,946.53,946.53,2
9003,9003,2012,7.0,factory,287.0,8,203.0,5,1923,24.3,1095.71,1095.71,1095.71,1
9004,9004,2007,2.0,office,657.0,5,203.0,24,1999,11.0,14513.17,14513.17,14513.17,3
9005,9005,2009,6.0,office,821.0,3,51.0,8,1993,25.0,403.14,403.14,403.14,2
9006,9006,2005,2.0,factory,349.0,6,172.0,3,1958,14.0,1011.4,1011.4,1011.4,1
9007,9007,2008,2.0,factory,1005.0,4,172.0,6,1953,12.1,2944.15,2944.15,2944.15,2
9008,9008,2010,8.0,office,279.0,6,12.0,18,1945,24.4,3917.16,3917.16,3917.16,3
9009,9009,2013,6.0,office,1266.0,6,37.0,29,1952,25.8,23900.81,23900.81,23900.81,2
9010,9010,2007,8.0,office,601.0,1,19.0,15,1934,22.4,5976.95,5976.95,5976.95,3
9011,9011,2013,7.0,office,968.0,3,-7.0,3,1965,24.7,2780.87,2780.87,2780.87,1
9012,9012,2008,3.0,education,337.0,8,203.0,1,1940,18.5,153.45,153.45,153.45,2
9013,9013,2013,4.0,commercial,476.0,7,37.0,4,2003,23.6,3261.63,3261.63,3261.63,1
9014,9014,2013,12.0,education,457.0,4,37.0,6,1961,9.2,3766.04,3766.04,3766.04,3
9015,9015,2005,9.0,education,420.0,1,12.0,6,1925,19.0,2240.78,2240.78,2240.78,3
9016,9016,2009,11.0,commercial,439.0,3,19.0,5,1958,12.9,3562.22,3562.22,3562.22,1
9017,9017,2013,1.0,education,473.0,2,337.0,5,1995,9.8,3671.24,3671.24,3671.24,1
